paralog1	paralog2	avg_log_V1	avg_log_V2	avg_log_S1	avg_log_S2
PTETEGNP01977	PTETEGNP05588	2.0810085583993	0.252258949061965	2.09285000838124	1.13008911701029
PTETEGNP02005	PTETEGNP05617	0.594280556356209	0.707337795972901	0.992709573072646	2.62855530687349
PTETEGNP02014	PTETEGNP05623	0.182325883760649	0.268063095385115	0.159532699414465	0.472589480836997
PTETEGNP02047	PTETEGNP05658	0.889804704878129	0.448180662363371	0.624250017474492	0.609525131662596
PTETEGNP02149	PTETEGNP40350	3.54925407663244	2.45422935424137	1.9360153495274	3.52056928637778
PTETEGNP02163	PTETEGNP40337	0.305782378902537	1.17647640608449	0.74938336371753	1.2748630260655
PTETEGNP02177	PTETEGNP40322	0.447675212729258	0.594566809298839	0.813900753291635	0.500403917711243
PTETEGNP02216	PTETEGNP40279	0.486586525811486	0.398123113234419	0.296319343446247	0.56160701755896
PTETEGNP02228	PTETEGNP40266	0.289409131656018	0.631790657824574	1.17755871567225	1.04243203248281
PTETEGNP02285	PTETEGNP11703	0.748947578946589	0.196774595141527	1.01201774762344	1.99483496862984
PTETEGNP02300	PTETEGNP11691	1.92447429038583	1.13954475693758	1.67428134506847	2.10032946429009
PTETEGNP02312	PTETEGNP11683	0.522775852980074	0.727904500265807	0.757066638387003	0.448442549789675
PTETEGNP02332	PTETEGNP11658	1.40035695354094	0.238050964059811	1.74174903117435	0.91536719741114
PTETEGNP02338	PTETEGNP11649	1.53351020500125	1.21862429003575	0.816408938856986	1.35471052819529
PTETEGNP02344	PTETEGNP11644	0.626402047383693	0.509820226179303	0.59569812916168	0.900793661950727
PTETEGNP02401	PTETEGNP11598	1.20937805173787	0.158494972258663	1.01851610477752	0.879891164204785
PTETEGNP02404	PTETEGNP11595	0.457887344167294	0.794280196802474	0.897554206616598	0.676500210663978
PTETEGNP02454	PTETEGNP29301	1.75547161831064	0.39342519709683	1.05341856997977	0.585568687400768
PTETEGNP02568	PTETEGNP29402	0.843559534362531	0.31910997221369	0.544246917302863	0.729057751342873
PTETEGNP02570	PTETEGNP29404	0.899853924995478	0.262280780787141	1.18541253187852	1.07794359699793
PTETEGNP02587	PTETEGNP29423	3.0902079664681	2.0942406100837	3.84045768736899	5.5000234876581
PTETEGNP02588	PTETEGNP29424	3.18756974182289	1.23567427958015	3.14186892378382	0.0953101798043249
PTETEGNP02711	PTETEGNP05404	0.385799100208969	0.530462984186295	0.955020515322132	0.482053358330451
PTETEGNP02759	PTETEGNP05461	2.26365389915313	0.172098944101565	2.00526864580751	0.631771430966474
PTETEGNP02816	PTETEGNP33540	0.0953101798043249	1.56043165752285	0.576130883423997	1.71411016956621
PTETEGNP02817	PTETEGNP33542	0.503127937245094	2.67844142015736	1.48283110136362	2.82563088871157
PTETEGNP02853	PTETEGNP33587	1.44485958792763	1.05252573541067	1.65701504674132	2.20882722923351
PTETEGNP02859	PTETEGNP33596	0.122645302382548	0.0953101798043249	0.131307016636333	0.186921210979022
PTETEGNP02881	PTETEGNP33621	0.257033994154173	0.131805774223431	0.222189319299893	0.237022151419164
PTETEGNP02922	PTETEGNP33664	0.32132372742134	0.128067841487526	2.8082444968304	0.203518596468301
PTETEGNP02926	PTETEGNP33667	0.835101355614995	0.241000045771374	0.94132024744273	0.617802920512227
PTETEGNP02965	PTETEGNP33709	1.15311051022569	1.70120190022813	2.73967387339944	2.0635779241977
PTETEGNP02969	PTETEGNP33710	1.17671507281664	2.43009063704416	2.81069866633298	1.90326066965453
PTETEGNP02986	PTETEGNP33722	0.33498527248685	0.200378018910208	0.639229509834663	0.847287203479757
PTETEGNP03011	PTETEGNP33752	1.13093754474191	0.39726990559518	1.27288504585605	1.0379613443737
PTETEGNP03016	PTETEGNP33757	0.836870027030618	1.44548922329501	1.94006636353624	1.703853327848
PTETEGNP03104	PTETEGNP33850	0.369683275647299	1.46227653500447	1.89442446624307	3.01799551107975
PTETEGNP03157	PTETEGNP33903	0.475970037635822	0.348327261319255	0.206777580931782	0.64823838491753
PTETEGNP03177	PTETEGNP33918	1.43924818841771	0.778459172284445	1.74078412563926	2.01363342800847
PTETEGNP03191	PTETEGNP33937	0.412888592452419	0.196671870129373	0.5317056757894	1.18109729295307
PTETEGNP03211	PTETEGNP33966	1.06951434901634	0.314529550723066	0.964402537974016	0.817869579639167
PTETEGNP03340	PTETEGNP11412	0.842238519437396	0.57290959332674	1.47589581903091	0.395098883002867
PTETEGNP03342	PTETEGNP11411	0.320840966084576	0.933267054560677	1.10115037099239	1.02027229485162
PTETEGNP03352	PTETEGNP11400	0.527017475157696	1.25794421821039	0.998234702178898	1.20291685616695
PTETEGNP03251	PTETEGNP37706	1.2820782696937	2.31506591131705	2.31599957290092	2.0264560446364
PTETEGNP03285	PTETEGNP37741	0.623102447253049	0.235373784012324	0.886969647378542	0.91392382129405
PTETEGNP03293	PTETEGNP37754	1.66923365758924	1.08073659975538	3.70989705221064	1.08182015566006
PTETEGNP03426	PTETEGNP37765	0.985999360250059	0.66185337847283	1.69399806865005	0.535955362995036
PTETEGNP03446	PTETEGNP37791	0.810865680318293	0.544944353793062	0.658276337502402	0.881161336976679
PTETEGNP03546	PTETEGNP37873	2.72036965735399	1.14875251354088	2.02984188528196	2.23220160955122
PTETEGNP03553	PTETEGNP37877	0.987295365216988	5.48120247552741	2.70490215701976	4.90813078716974
PTETEGNP03601	PTETEGNP35155	1.13194616087785	1.03222920591267	1.95748882817248	0.902891246461086
PTETEGNP03614	PTETEGNP35168	0.487097856760763	0.546690658182285	1.39174107478713	0.403672947630081
PTETEGNP03622	PTETEGNP35173	0.548791863558328	0.861460041534385	1.04449629710908	0.556983807545556
PTETEGNP03637	PTETEGNP35186	0.147770425353649	1.22065763027977	0.613789539381485	1.71569308432894
PTETEGNP03645	PTETEGNP35195	1.7957196417125	0.340411216761709	1.74825226790671	0.947710222392713
PTETEGNP03788	PTETEGNP04210	0.792311592828798	0.484337859590143	0.787638966456824	0.974593034646521
PTETEGNP03830	PTETEGNP04168	0.2535618822691	0.0953101798043249	0.927079028232221	0.131726385914171
PTETEGNP03867	PTETEGNP04130	0.191344103019369	2.03130088535149	0.925145924150445	2.18837063265608
PTETEGNP03971	PTETEGNP05716	0.250713218767912	0.379123851200813	0.526569576970508	0.380799512323548
PTETEGNP04032	PTETEGNP05774	0.807209200661628	0.510265576142705	0.636899499493712	0.838019401811899
PTETEGNP04266	PTETEGNP07891	1.02765280965701	0.157643561351031	0.569177588084881	0.593753204660421
PTETEGNP04274	PTETEGNP07881	0.843373534818733	0.564311934059368	0.536761334995125	0.744415028042962
PTETEGNP04275	PTETEGNP07879	0.731148348248628	0.633274460251349	0.528951998471411	0.866770168724608
PTETEGNP04276	PTETEGNP07877	0.27727807619855	1.38186706938887	0.891550348032779	1.80754588627835
PTETEGNP04312	PTETEGNP07845	0.136613589777101	0.283832936479518	0.38760025927901	0.325895370126834
PTETEGNP04316	PTETEGNP07838	0.264874221899679	1.31254908743965	1.03279434409437	1.59339557690829
PTETEGNP04337	PTETEGNP07818	0.239690477617004	1.03044955319678	2.93324367721208	4.62313106018515
PTETEGNP04422	PTETEGNP37514	0.356223751818593	0.395555074318994	0.896000605503078	0.515257080871059
PTETEGNP04497	PTETEGNP37603	0.274604532328097	0.373570861761345	1.5222340763631	1.07642846476281
PTETEGNP04524	PTETEGNP37632	0.0953101798043249	1.10968705312953	0.482890046903259	1.41628854148959
PTETEGNP04540	PTETEGNP37647	1.25963892479961	0.359438562076019	0.384590122481262	0.712528091807171
PTETEGNP04566	PTETEGNP37676	0.167107631499942	0.69810666325296	0.508104837923259	0.950314174058053
PTETEGNP04587	PTETEGNP39828	1.42618098087809	1.82810658569957	0.620138125006016	1.58019518099061
PTETEGNP04595	PTETEGNP39821	1.80890656495083	0.285260406491218	3.36909566641139	2.37825398756831
PTETEGNP04606	PTETEGNP39812	0.5307554770989	1.02350773612965	1.63251285557047	1.32810786980069
PTETEGNP04648	PTETEGNP39763	1.72200311781465	1.1989042286241	1.47704573152062	1.91293870778033
PTETEGNP04662	PTETEGNP39743	0.984483147689409	2.03186388607676	1.9574257214036	2.06226786761538
PTETEGNP04665	PTETEGNP39739	0.49273649719368	0.0953101798043249	4.62102369387306	2.10079775809445
PTETEGNP04680	PTETEGNP39721	0.324491467700441	0.15620651541913	3.23303838634551	3.2475360741915
PTETEGNP04698	PTETEGNP39689	0.857828845698726	0.176364177060732	1.18084283562057	0.980451759016178
PTETEGNP04728	PTETEGNP39666	1.2941574334002	2.53737924975109	2.09862314762493	2.04936018720061
PTETEGNP04776	PTETEGNP38529	5.21683546468116	0.45266181809874	4.95038922539076	1.56333478831976
PTETEGNP04807	PTETEGNP38569	0.179367035252908	0.286769120140538	0.337613473321283	0.264401234465587
PTETEGNP04881	PTETEGNP38638	0.687156387036477	1.44842716305623	1.68797963419125	1.89575471209686
PTETEGNP05080	PTETEGNP18019	0.205905565298641	1.65372335086044	1.18099379838535	1.84247863118313
PTETEGNP05093	PTETEGNP17996	3.49951792597119	1.5327020861049	3.27350530194092	2.97242760745057
PTETEGNP05096	PTETEGNP17990	0.571780870025833	1.88916039925985	1.47812983559724	1.74066436169456
PTETEGNP05097	PTETEGNP17989	0.819296773553863	0.443907354058027	0.396271803563268	0.467979199546326
PTETEGNP05104	PTETEGNP17983	2.28534137401711	0.71518588865854	2.13036523127645	1.53258879122385
PTETEGNP05108	PTETEGNP17981	0.741622150572962	0.53292940613879	1.57975725261023	0.576819232646108
PTETEGNP05115	PTETEGNP17975	2.64197882319978	0.37602692133026	3.23546436256952	1.98161269387026
PTETEGNP05135	PTETEGNP17958	0.713552076029241	0.373529111298914	1.14013372059293	1.33029218286708
PTETEGNP05235	PTETEGNP24080	0.307220375509317	0.758091723947255	0.660365224592942	0.842123021452743
PTETEGNP05237	PTETEGNP24078	0.521184298623128	0.129810676137373	0.552264059478291	0.348679603829398
PTETEGNP05239	PTETEGNP24077	0.544682850277244	0.282506845040684	1.1440056102803	0.231580670927639
PTETEGNP05257	PTETEGNP24051	0.491811293007418	0.732928277311337	0.866257263214584	0.485145865853604
PTETEGNP05278	PTETEGNP24030	0.368943453761331	1.05713445394473	1.13868824962027	0.929313721790759
PTETEGNP05286	PTETEGNP24020	0.0953101798043249	0.397786004018544	0.357303343693033	0.382526582702575
PTETEGNP05312	PTETEGNP23984	0.307350311900882	1.50968077421765	0.850514119806003	1.39522916924524
PTETEGNP05319	PTETEGNP23974	0.849168370087018	0.843363180696182	3.15866411119994	1.63333921015892
PTETEGNP04925	PTETEGNP40602	0.27400445479096	0.673235454148572	0.766303595526112	0.841054954753394
PTETEGNP04972	PTETEGNP40544	1.23991323996198	1.14129412834896	0.975188616026261	1.8200252683268
PTETEGNP05005	PTETEGNP40507	0.813672136548855	0.347203772524416	0.883149426036331	0.76669742961984
PTETEGNP05022	PTETEGNP40487	1.8404653439727	4.85767763314289	0.524747643665365	4.15600599760087
PTETEGNP05060	PTETEGNP40442	0.978973230717081	0.812940427780707	2.23414014317109	0.971671234062564
PTETEGNP05865	PTETEGNP09832	0.562633363259721	0.636081231813524	0.531016559423137	1.44500811846415
PTETEGNP05908	PTETEGNP09793	2.07207072739948	0.54526516083429	2.57044148069562	1.5970797648002
PTETEGNP05936	PTETEGNP09763	0.209645576496388	0.0953101798043249	0.0953101798043249	0.0953101798043249
PTETEGNP05950	PTETEGNP09748	1.09357822540971	0.477410021206863	2.56868857543631	3.63136574093348
PTETEGNP05973	PTETEGNP38329	0.0953101798043249	0.69879822961788	0.714975827208742	0.568657521605198
PTETEGNP05977	PTETEGNP38337	0.169272691425521	0.610659555503461	0.599167718985071	0.771800530447126
PTETEGNP05990	PTETEGNP38349	1.03937328529668	0.329788079951434	1.51781430531678	1.99912409595425
PTETEGNP06013	PTETEGNP38373	0.437136598089633	0.309448958864737	1.13913240367995	0.262638516321315
PTETEGNP06041	PTETEGNP38399	1.30649846381231	0.424235963119614	1.3833497573088	0.972205171997744
PTETEGNP06150	PTETEGNP25466	0.86543327051034	1.71040259848859	1.34647864905467	1.32975535256444
PTETEGNP06171	PTETEGNP25486	0.69818700834597	0.725522456149299	1.76685958044177	0.975937552724325
PTETEGNP06177	PTETEGNP25493	0.30500441801844	1.23998678783054	0.848229764365654	1.23565282586344
PTETEGNP06192	PTETEGNP25507	0.223939478996989	0.686787235163145	1.63096795250906	1.34891968581478
PTETEGNP06229	PTETEGNP25544	0.301394964506252	0.302138955118418	0.456849172995833	0.235984719503744
PTETEGNP06275	PTETEGNP25591	3.42223397848819	0.52571717384323	1.43631899588771	0.805402144927579
PTETEGNP06343	PTETEGNP08760	0.907990279188018	0.456875092217961	0.992644791426782	1.22401169022858
PTETEGNP06358	PTETEGNP08748	0.521851244495903	0.113627256858571	4.45719884116074	3.41092093739803
PTETEGNP06363	PTETEGNP08742	0.421700876872524	0.75247189566405	0.97112761603807	0.884448263463585
PTETEGNP06418	PTETEGNP08681	0.306067166661582	2.11185181411241	1.15067449808052	2.16621719465666
PTETEGNP06440	PTETEGNP08657	0.686161281124931	0.526435323241043	0.523535392943913	0.995700842042649
PTETEGNP06495	PTETEGNP10550	2.86302248487347	0.419335468217092	2.95655700769839	4.38698199523732
PTETEGNP06498	PTETEGNP10548	0.357027367544913	1.54577441176565	0.631620677638642	0.950667260658701
PTETEGNP06539	PTETEGNP10520	0.311816652071121	0.283781628227683	0.928368819704473	0.390045841329562
PTETEGNP06588	PTETEGNP10481	1.05021908326945	1.31681330047622	0.752951278421146	2.2338262839962
PTETEGNP06596	PTETEGNP10472	0.379854452807246	1.78214870685723	0.848399223084043	1.6259638059781
PTETEGNP06660	PTETEGNP10156	0.213306510274712	0.0953101798043249	0.280733836069441	0.537679776846104
PTETEGNP06689	PTETEGNP10192	1.42417973339084	2.77619602195034	0.412336165322074	2.26117082210862
PTETEGNP06690	PTETEGNP10194	1.1931349228122	1.5088848240418	1.09690723912039	2.71018029269525
PTETEGNP06745	PTETEGNP10236	1.27629108662981	0.0953101798043249	1.56046451620237	0.45695686218024
PTETEGNP06746	PTETEGNP10238	0.960508896800439	0.42648419210998	2.90366669566849	2.68797477121143
PTETEGNP06794	PTETEGNP16122	1.587461891867	1.52074849448983	4.6875273813691	2.07609433268253
PTETEGNP06877	PTETEGNP16029	0.255205642076594	0.811492444638991	0.667971994681571	0.992622679804781
PTETEGNP06892	PTETEGNP16018	0.63619636395479	0.850479689441562	0.567010616982199	1.53527570583052
PTETEGNP07183	PTETEGNP15761	0.303386800067419	0.479718675186237	0.974688331473662	0.719499443915318
PTETEGNP07214	PTETEGNP15786	0.934583213828342	0.277765857868945	1.1474796323177	0.742731035244941
PTETEGNP07271	PTETEGNP15830	0.0953101798043249	1.27093289791943	0.444665310474635	1.46355583436842
PTETEGNP07303	PTETEGNP15854	0.54326975217305	1.16465783522471	0.870511109793694	0.979467722502894
PTETEGNP07315	PTETEGNP15867	0.574766046473923	0.331205230172668	0.413663186768815	0.561546990382305
PTETEGNP07125	PTETEGNP21506	0.208542460514012	0.547751079034356	0.416389611635341	0.437115730149031
PTETEGNP07139	PTETEGNP21489	0.963759601982811	2.24321499218162	1.42540987462641	1.7202703513417
PTETEGNP07009	PTETEGNP37164	1.36530869458131	0.38588770545905	1.15549657460614	0.786498135893147
PTETEGNP07073	PTETEGNP37224	0.0953101798043249	0.128233458469607	0.305456938139313	0.170476286306014
PTETEGNP07084	PTETEGNP37230	0.235102367950593	1.22174063151444	0.573443520766071	1.04628613097824
PTETEGNP07380	PTETEGNP09284	0.0953101798043249	0.0953101798043249	0.0953101798043249	0.563746592766616
PTETEGNP07402	PTETEGNP09266	0.351487716139296	1.46076192770287	0.805096823397469	1.45759567120992
PTETEGNP07428	PTETEGNP09245	0.998872182350717	0.715496937280776	2.53522480856837	0.836206491572374
PTETEGNP07481	PTETEGNP09183	0.544940603088342	0.187277552594096	0.446426467610033	0.372523858994458
PTETEGNP07483	PTETEGNP09180	0.59862281420622	1.85623952554137	1.20988324552252	1.8227214464048
PTETEGNP07948	PTETEGNP11938	1.97766743676921	0.583743974720255	2.01872956171348	1.54752220878957
PTETEGNP07950	PTETEGNP11937	1.04608461851679	0.485246975696336	1.40709278332016	1.33920173282569
PTETEGNP07988	PTETEGNP11921	0.275671885667867	0.69662715285213	3.88544826300632	3.94237469633848
PTETEGNP07998	PTETEGNP11930	0.312133897013184	0.925642568021017	0.0953101798043249	1.28005190626216
PTETEGNP08040	PTETEGNP11866	0.991935492841536	1.3604370009699	2.16081640289823	1.34607654445147
PTETEGNP08050	PTETEGNP11856	2.75509630726339	2.78670709295563	1.15112964628343	2.1760782204161
PTETEGNP08083	PTETEGNP23820	0.33947016760557	2.25398633179634	2.21037029919382	2.22188798598034
PTETEGNP08147	PTETEGNP23881	0.302412973040716	0.727645022681443	0.690241796655649	0.59271509626351
PTETEGNP08159	PTETEGNP23897	0.208216711125783	0.863076036523515	1.23256317722048	0.906034476770354
PTETEGNP08294	PTETEGNP35062	0.330111698089753	0.174038085312783	0.361585674391748	2.92129902405958
PTETEGNP08443	PTETEGNP19238	1.44913807779401	0.523790998727675	1.98778487276204	2.39412377561843
PTETEGNP08462	PTETEGNP19212	1.04092311350258	4.29666874987512	3.40297237837286	4.80086520164534
PTETEGNP08482	PTETEGNP19192	0.321568188684964	1.57612323999662	0.89148195531351	1.69682864926
PTETEGNP08505	PTETEGNP36723	0.127438056749302	0.836412746152651	2.7237447112991	3.33489547011088
PTETEGNP08521	PTETEGNP36739	2.09702300993079	0.852048128228909	2.26754242213461	2.17191428249164
PTETEGNP08526	PTETEGNP36744	0.707331539065811	0.824628019127369	1.13475413113678	2.91143152488684
PTETEGNP08527	PTETEGNP36745	0.179089640980821	0.912311946569642	2.70832421142906	4.04416673845428
PTETEGNP08547	PTETEGNP36764	0.779427884411021	0.0953101798043249	1.1840725505056	0.43621411627058
PTETEGNP08552	PTETEGNP36768	0.346495558014755	0.77499697965013	1.12781136148934	1.17817083620744
PTETEGNP08570	PTETEGNP36795	2.49356084012399	0.748792389562145	2.12439495413122	1.35768714403191
PTETEGNP08579	PTETEGNP36806	0.626051588884093	0.422485904076291	0.950110771912717	1.28723332166903
PTETEGNP08580	PTETEGNP36807	1.14815832434208	0.831420663078549	3.51177495103906	4.7050521069127
PTETEGNP08604	PTETEGNP36828	0.361315787595782	0.29952502117654	4.41663571985411	1.42815520024623
PTETEGNP08643	PTETEGNP36868	2.27553430128594	0.805819073395139	1.91677429382777	1.76602602446289
PTETEGNP08851	PTETEGNP25292	0.475065770239867	0.613961916362428	0.57267995639384	1.43904350868029
PTETEGNP08874	PTETEGNP25273	0.401856082830093	0.568446272723621	0.903686707766509	0.556997795676958
PTETEGNP08909	PTETEGNP25242	1.25413233488334	0.30407947780867	0.92253069175492	1.18382291730663
PTETEGNP08934	PTETEGNP25212	1.49249844599957	0.214761725170766	0.976630483946785	0.518017026551212
PTETEGNP08949	PTETEGNP25199	1.61944577545803	0.0953101798043249	2.93282770414845	1.19452061458218
PTETEGNP08992	PTETEGNP25163	0.622384595127307	0.639391907487157	0.598856355390345	1.23549028732554
PTETEGNP08995	PTETEGNP25162	0.595351095013115	0.430135046318225	0.47722314232274	0.631473021347541
PTETEGNP09023	PTETEGNP25140	0.0953101798043249	0.985819122430022	0.518149369342883	0.99816174130043
PTETEGNP09032	PTETEGNP25123	0.529037343419571	0.430990248223866	2.01070205411379	0.728746072556514
PTETEGNP09034	PTETEGNP25130	0.0953101798043249	0.349048733822852	3.25208871883756	3.59278012037894
PTETEGNP09046	PTETEGNP25120	0.337858337362187	1.62207522351395	0.839433296075424	1.31321555392277
PTETEGNP09063	PTETEGNP25108	2.76016576196848	0.740524857970921	2.71138224415414	1.79979861553244
PTETEGNP09075	PTETEGNP25096	0.304370464574033	0.878957381368328	0.933605746663627	1.01989307874939
PTETEGNP09113	PTETEGNP25069	1.35154028188265	0.4538831704381	1.05292636549399	1.15355850745267
