paralog1	paralog2	avg_log_V1	avg_log_V2	avg_log_T01	avg_log_T02
PTETEGNP01049	PTETEGNP07707	0.205798556325293	0.316357353669018	0.530217749176064	0.420724919108706
PTETEGNP01097	PTETEGNP07674	0.613347681818012	0.786300243238372	1.5804387620213	1.64141905229966
PTETEGNP01104	PTETEGNP07666	1.10759117211424	0.127438056749302	0.867548717191716	0.621012068786205
PTETEGNP01119	PTETEGNP07652	1.11444589046232	0.488740622822965	1.89795862611276	2.56521282486859
PTETEGNP01122	PTETEGNP07646	0.645728910282543	0.939172516827858	2.98402364929126	2.23276386055861
PTETEGNP01167	PTETEGNP26263	0.353651357166698	0.630081842202632	1.00523700354309	0.74002732771325
PTETEGNP01170	PTETEGNP26264	0.0953101798043249	3.15419400971604	0.831160916013188	2.13748816045137
PTETEGNP01174	PTETEGNP26268	4.09351835082266	0.30001563992838	4.63423842028786	1.24512611250828
PTETEGNP01206	PTETEGNP26307	1.56598492211918	1.41903409556946	1.93364873569439	1.21367257625748
PTETEGNP01207	PTETEGNP26308	0.137067240214207	3.06885146408983	0.0953126605754434	3.09989409456226
PTETEGNP01362	PTETEGNP24416	0.701778049006418	0.601980408350642	0.776373514485454	1.00488722357155
PTETEGNP01419	PTETEGNP24478	2.96170310496639	0.566415618748393	2.27073088797847	2.57070658363158
PTETEGNP01434	PTETEGNP24500	0.686339410777205	1.67070546918797	1.71009265328857	2.28569201303226
PTETEGNP01436	PTETEGNP24502	0.409606339308595	0.0953101798043249	0.802302659416487	0.593917929836472
PTETEGNP01453	PTETEGNP24518	0.439392386525125	0.45242584209946	1.23560424660704	0.690681994482776
PTETEGNP01500	PTETEGNP24560	1.10218602459698	1.547582682845	2.4418588507331	1.68570987388546
PTETEGNP01515	PTETEGNP24579	0.678531314519097	1.40563819390379	0.931584076401529	0.723528555879227
PTETEGNP01530	PTETEGNP24522	1.24231656897686	2.45560921351153	2.41690814273508	1.79449488178794
PTETEGNP01565	PTETEGNP10319	1.64216285133705	0.140694543121906	1.93165719887225	0.580806023708924
PTETEGNP01568	PTETEGNP10322	0.32129945074872	0.211174143168824	0.328385655829179	0.517978538592674
PTETEGNP01574	PTETEGNP10330	2.02711304788518	1.0227804087126	2.1974688720614	1.51955701718723
PTETEGNP01619	PTETEGNP10372	0.352575948484875	0.882752043322178	2.82511931698439	1.48764542914185
PTETEGNP01632	PTETEGNP10383	0.479442178728782	1.48021661870684	1.22000474174596	1.95789644884312
PTETEGNP01640	PTETEGNP10390	0.421254481782225	2.45370362030271	1.28265881661984	2.96619309900477
PTETEGNP01665	PTETEGNP10408	0.439784777996236	0.152543236110688	0.75700921911548	0.421045458025959
PTETEGNP01673	PTETEGNP10414	0.514000745708498	0.447389182080006	0.87038719827292	0.760108909699565
PTETEGNP01712	PTETEGNP10445	0.953318248688121	0.275742884328443	0.681195524062855	0.788590476601443
PTETEGNP01807	PTETEGNP07552	1.46403971626966	0.398471541565216	0.885372605393613	2.77107172161434
PTETEGNP01899	PTETEGNP05511	0.24533765492612	0.247655259602978	0.740420730001005	1.35980979749052
PTETEGNP01905	PTETEGNP05517	1.60203869963906	0.257409540393842	2.51729571467769	1.37844742127164
PTETEGNP01920	PTETEGNP05530	1.61502454609601	0.68019225401574	1.92886344662523	3.58022847486689
PTETEGNP01929	PTETEGNP05541	0.424177831091638	0.258254689226818	0.897131036949518	0.87938075948736
PTETEGNP01930	PTETEGNP05542	0.664342305774587	0.228171063186766	0.953046246645905	0.565092833700805
PTETEGNP01977	PTETEGNP05588	2.0810085583993	0.252258949061965	2.51414614774817	1.11177149290766
PTETEGNP02005	PTETEGNP05617	0.594280556356209	0.707337795972901	1.18465511947768	2.45788851998573
PTETEGNP02014	PTETEGNP05623	0.182325883760649	0.268063095385115	0.315829254849469	0.552004815456229
PTETEGNP02047	PTETEGNP05658	0.889804704878129	0.448180662363371	0.543687190623864	0.442583799462739
PTETEGNP02149	PTETEGNP40350	3.54925407663244	2.45422935424137	2.7202419619329	3.51287665755324
PTETEGNP02163	PTETEGNP40337	0.305782378902537	1.17647640608449	0.762395234830498	1.25389621851793
PTETEGNP02177	PTETEGNP40322	0.447675212729258	0.594566809298839	0.957247935785807	0.723367520515908
PTETEGNP02216	PTETEGNP40279	0.486586525811486	0.398123113234419	0.330510209303318	0.650506460692561
PTETEGNP02228	PTETEGNP40266	0.289409131656018	0.631790657824574	0.832368261180194	1.10735278848947
PTETEGNP02285	PTETEGNP11703	0.748947578946589	0.196774595141527	1.28833164869505	1.7492201611039
PTETEGNP02300	PTETEGNP11691	1.92447429038583	1.13954475693758	1.16129233297699	2.05538427171364
PTETEGNP02312	PTETEGNP11683	0.522775852980074	0.727904500265807	0.666833006814809	0.701981587861662
PTETEGNP02332	PTETEGNP11658	1.40035695354094	0.238050964059811	1.84513923416601	0.865824027874887
PTETEGNP02338	PTETEGNP11649	1.53351020500125	1.21862429003575	1.13037402827775	1.60960294765848
PTETEGNP02344	PTETEGNP11644	0.626402047383693	0.509820226179303	0.664440805665825	0.709841305150859
PTETEGNP02401	PTETEGNP11598	1.20937805173787	0.158494972258663	0.921173348141861	0.577811313315239
PTETEGNP02404	PTETEGNP11595	0.457887344167294	0.794280196802474	0.890032233128399	0.631231336087927
PTETEGNP02454	PTETEGNP29301	1.75547161831064	0.39342519709683	1.68019359750137	0.639935939129448
PTETEGNP02568	PTETEGNP29402	0.843559534362531	0.31910997221369	0.843119512428194	0.818727715205954
PTETEGNP02570	PTETEGNP29404	0.899853924995478	0.262280780787141	1.46620709346491	0.837251551132432
PTETEGNP02587	PTETEGNP29423	3.0902079664681	2.0942406100837	3.33888985487094	5.03670941328564
PTETEGNP02588	PTETEGNP29424	3.18756974182289	1.23567427958015	3.22742604895169	0.0953101798043249
PTETEGNP02711	PTETEGNP05404	0.385799100208969	0.530462984186295	0.855257213750889	0.765294281455116
PTETEGNP02759	PTETEGNP05461	2.26365389915313	0.172098944101565	2.01292274102775	0.468278956976574
PTETEGNP02816	PTETEGNP33540	0.0953101798043249	1.56043165752285	0.655390726291422	2.05862358203798
PTETEGNP02817	PTETEGNP33542	0.503127937245094	2.67844142015736	1.43582938789749	3.11112839712371
PTETEGNP02853	PTETEGNP33587	1.44485958792763	1.05252573541067	1.95182411191857	1.95165577053193
PTETEGNP02859	PTETEGNP33596	0.122645302382548	0.0953101798043249	0.182218073863754	0.185733672453876
PTETEGNP02881	PTETEGNP33621	0.257033994154173	0.131805774223431	0.230227290330559	0.326668031650428
PTETEGNP02922	PTETEGNP33664	0.32132372742134	0.128067841487526	2.66680158872234	0.167151398471883
PTETEGNP02926	PTETEGNP33667	0.835101355614995	0.241000045771374	3.50499254071378	4.05575440835545
PTETEGNP02965	PTETEGNP33709	1.15311051022569	1.70120190022813	2.330467260603	1.50182116550933
PTETEGNP02969	PTETEGNP33710	1.17671507281664	2.43009063704416	2.85330470664861	1.16401600594121
PTETEGNP02986	PTETEGNP33722	0.33498527248685	0.200378018910208	0.733496928134115	0.431964098288008
PTETEGNP03011	PTETEGNP33752	1.13093754474191	0.39726990559518	2.20474531687047	1.25212948111364
PTETEGNP03016	PTETEGNP33757	0.836870027030618	1.44548922329501	2.12503329098395	1.77861974252978
PTETEGNP03104	PTETEGNP33850	0.369683275647299	1.46227653500447	1.59694200701105	3.01885060128077
PTETEGNP03157	PTETEGNP33903	0.475970037635822	0.348327261319255	0.0953101798043249	0.762480472095316
PTETEGNP03177	PTETEGNP33918	1.43924818841771	0.778459172284445	1.9537145385085	1.98009748637569
PTETEGNP03191	PTETEGNP33937	0.412888592452419	0.196671870129373	0.720464997246829	1.28441373427532
PTETEGNP03211	PTETEGNP33966	1.06951434901634	0.314529550723066	1.14902925156349	0.634197140186562
PTETEGNP03340	PTETEGNP11412	0.842238519437396	0.57290959332674	1.44244161964803	0.465625680477275
PTETEGNP03342	PTETEGNP11411	0.320840966084576	0.933267054560677	1.46719362902441	1.68768306590013
PTETEGNP03352	PTETEGNP11400	0.527017475157696	1.25794421821039	0.901372338806011	1.24142688605039
PTETEGNP03251	PTETEGNP37706	1.2820782696937	2.31506591131705	2.62205733608418	2.15789995236269
PTETEGNP03285	PTETEGNP37741	0.623102447253049	0.235373784012324	1.15738565440415	1.09150304779796
PTETEGNP03293	PTETEGNP37754	1.66923365758924	1.08073659975538	3.16505189460936	0.9402126646125
PTETEGNP03426	PTETEGNP37765	0.985999360250059	0.66185337847283	1.53937333596575	0.778233943253517
PTETEGNP03446	PTETEGNP37791	0.810865680318293	0.544944353793062	0.690292310194907	0.654087097406584
PTETEGNP03546	PTETEGNP37873	2.72036965735399	1.14875251354088	2.00853155818053	2.06761555280472
PTETEGNP03553	PTETEGNP37877	0.987295365216988	5.48120247552741	3.07668120394125	4.90234064206486
PTETEGNP03601	PTETEGNP35155	1.13194616087785	1.03222920591267	1.46819261665144	0.948051308759079
PTETEGNP03614	PTETEGNP35168	0.487097856760763	0.546690658182285	1.13358954909175	0.401939189902793
PTETEGNP03622	PTETEGNP35173	0.548791863558328	0.861460041534385	1.15419740668433	1.15477073281588
PTETEGNP03637	PTETEGNP35186	0.147770425353649	1.22065763027977	0.359073656979253	1.57484823045345
PTETEGNP03645	PTETEGNP35195	1.7957196417125	0.340411216761709	1.43494335770418	0.627229805793927
PTETEGNP03788	PTETEGNP04210	0.792311592828798	0.484337859590143	0.9762500137445	0.954614682775162
PTETEGNP03830	PTETEGNP04168	0.2535618822691	0.0953101798043249	0.639171788099665	0.137882372426651
PTETEGNP03867	PTETEGNP04130	0.191344103019369	2.03130088535149	0.826509720390474	2.31849733432686
PTETEGNP03971	PTETEGNP05716	0.250713218767912	0.379123851200813	0.240224041524777	0.570459914371085
PTETEGNP04032	PTETEGNP05774	0.807209200661628	0.510265576142705	0.76808477736644	1.01363654267883
PTETEGNP04266	PTETEGNP07891	1.02765280965701	0.157643561351031	0.699789174152285	0.533780074330227
PTETEGNP04274	PTETEGNP07881	0.843373534818733	0.564311934059368	0.481950592752381	0.690611115016752
PTETEGNP04275	PTETEGNP07879	0.731148348248628	0.633274460251349	0.893211782312945	0.932235095563682
PTETEGNP04276	PTETEGNP07877	0.27727807619855	1.38186706938887	0.7958153627662	2.38251374638682
PTETEGNP04312	PTETEGNP07845	0.136613589777101	0.283832936479518	0.317624016401589	0.371213120607625
PTETEGNP04316	PTETEGNP07838	0.264874221899679	1.31254908743965	0.792097965865374	1.72571084002118
PTETEGNP04337	PTETEGNP07818	0.239690477617004	1.03044955319678	2.35719330674562	3.67602316616649
PTETEGNP04422	PTETEGNP37514	0.356223751818593	0.395555074318994	0.870829636460555	0.411394247798361
PTETEGNP04497	PTETEGNP37603	0.274604532328097	0.373570861761345	2.9699482341169	2.85169038259088
PTETEGNP04524	PTETEGNP37632	0.0953101798043249	1.10968705312953	0.528696745581259	1.18852462826204
PTETEGNP04540	PTETEGNP37647	1.25963892479961	0.359438562076019	0.869371480479968	0.559573240770111
PTETEGNP04566	PTETEGNP37676	0.167107631499942	0.69810666325296	0.429601592937582	0.944262470790152
PTETEGNP04587	PTETEGNP39828	1.42618098087809	1.82810658569957	0.548662445640466	1.83438232460675
PTETEGNP04595	PTETEGNP39821	1.80890656495083	0.285260406491218	3.39173298728966	2.07068460187074
PTETEGNP04606	PTETEGNP39812	0.5307554770989	1.02350773612965	1.45541428230085	1.26459352842177
PTETEGNP04648	PTETEGNP39763	1.72200311781465	1.1989042286241	1.9843157725704	1.82714219030551
PTETEGNP04662	PTETEGNP39743	0.984483147689409	2.03186388607676	1.77512212917941	1.92787291556527
PTETEGNP04665	PTETEGNP39739	0.49273649719368	0.0953101798043249	4.01639163053136	1.22172704159149
PTETEGNP04680	PTETEGNP39721	0.324491467700441	0.15620651541913	3.10982071890493	2.58848797490321
PTETEGNP04698	PTETEGNP39689	0.857828845698726	0.176364177060732	1.20911279151896	0.916767224572723
PTETEGNP04728	PTETEGNP39666	1.2941574334002	2.53737924975109	1.53993433897044	2.0982538349248
PTETEGNP04776	PTETEGNP38529	5.21683546468116	0.45266181809874	4.91135059521008	1.74817885107361
PTETEGNP04807	PTETEGNP38569	0.179367035252908	0.286769120140538	4.11953268887195	0.630090430885134
PTETEGNP04881	PTETEGNP38638	0.687156387036477	1.44842716305623	1.80675990946877	1.97581948933274
PTETEGNP05080	PTETEGNP18019	0.205905565298641	1.65372335086044	0.940272125824378	2.00927649898611
PTETEGNP05093	PTETEGNP17996	3.49951792597119	1.5327020861049	3.38370058406892	2.74823203995001
PTETEGNP05096	PTETEGNP17990	0.571780870025833	1.88916039925985	1.26439547422053	2.19128009709284
PTETEGNP05097	PTETEGNP17989	0.819296773553863	0.443907354058027	0.57682345688408	0.367179219103819
PTETEGNP05104	PTETEGNP17983	2.28534137401711	0.71518588865854	2.0175692667804	1.56372622598495
PTETEGNP05108	PTETEGNP17981	0.741622150572962	0.53292940613879	1.30595847978041	0.668675225444469
PTETEGNP05115	PTETEGNP17975	2.64197882319978	0.37602692133026	2.66491518811856	1.74885790510026
PTETEGNP05135	PTETEGNP17958	0.713552076029241	0.373529111298914	1.26280419377885	1.34375381699564
PTETEGNP05235	PTETEGNP24080	0.307220375509317	0.758091723947255	0.675909469184728	1.12873219707216
PTETEGNP05237	PTETEGNP24078	0.521184298623128	0.129810676137373	0.602256689724387	0.455346923544691
PTETEGNP05239	PTETEGNP24077	0.544682850277244	0.282506845040684	0.986592840472602	0.286933535248965
PTETEGNP05257	PTETEGNP24051	0.491811293007418	0.732928277311337	0.823788203484618	0.606294249529054
PTETEGNP05278	PTETEGNP24030	0.368943453761331	1.05713445394473	1.03823217602282	1.49372625592701
PTETEGNP05286	PTETEGNP24020	0.0953101798043249	0.397786004018544	0.0953101798043249	0.569152022354711
PTETEGNP05312	PTETEGNP23984	0.307350311900882	1.50968077421765	1.23496166109217	1.96018889546351
PTETEGNP05319	PTETEGNP23974	0.849168370087018	0.843363180696182	2.72418381784209	1.93891765226715
PTETEGNP04925	PTETEGNP40602	0.27400445479096	0.673235454148572	0.732585757502796	1.03781490116774
PTETEGNP04972	PTETEGNP40544	1.23991323996198	1.14129412834896	1.49409693092122	1.5788997447943
PTETEGNP05005	PTETEGNP40507	0.813672136548855	0.347203772524416	1.12910717536776	0.979265649918467
PTETEGNP05022	PTETEGNP40487	1.8404653439727	4.85767763314289	0.970590055571438	4.59068783586506
PTETEGNP05060	PTETEGNP40442	0.978973230717081	0.812940427780707	2.10900374516111	1.07131760617243
PTETEGNP05865	PTETEGNP09832	0.562633363259721	0.636081231813524	0.53444664461699	1.39020982449472
PTETEGNP05908	PTETEGNP09793	2.07207072739948	0.54526516083429	2.52238407550319	1.39815161703007
PTETEGNP05936	PTETEGNP09763	0.209645576496388	0.0953101798043249	0.0953101798043249	0.263067822495777
PTETEGNP05950	PTETEGNP09748	1.09357822540971	0.477410021206863	2.14652010284351	2.95953401030534
PTETEGNP05973	PTETEGNP38329	0.0953101798043249	0.69879822961788	0.0953101798043249	1.28159585638512
PTETEGNP05977	PTETEGNP38337	0.169272691425521	0.610659555503461	0.603717922606005	0.959422103837729
PTETEGNP05990	PTETEGNP38349	1.03937328529668	0.329788079951434	1.12654592148759	1.39902270060537
PTETEGNP06013	PTETEGNP38373	0.437136598089633	0.309448958864737	0.929183315183909	0.316356326056061
PTETEGNP06041	PTETEGNP38399	1.30649846381231	0.424235963119614	1.44260032070884	0.832326634028695
PTETEGNP06150	PTETEGNP25466	0.86543327051034	1.71040259848859	1.32898010134758	1.54442435257567
PTETEGNP06171	PTETEGNP25486	0.69818700834597	0.725522456149299	1.61127107503832	1.5402644449114
PTETEGNP06177	PTETEGNP25493	0.30500441801844	1.23998678783054	0.698269367701947	1.27177538239647
PTETEGNP06192	PTETEGNP25507	0.223939478996989	0.686787235163145	1.61128442994203	1.17426045083437
PTETEGNP06229	PTETEGNP25544	0.301394964506252	0.302138955118418	0.351922913882735	0.442310948377471
PTETEGNP06275	PTETEGNP25591	3.42223397848819	0.52571717384323	1.19066037678062	0.596312561233276
PTETEGNP06343	PTETEGNP08760	0.907990279188018	0.456875092217961	1.07928791260746	1.1857054273528
PTETEGNP06358	PTETEGNP08748	0.521851244495903	0.113627256858571	3.71664432055291	2.93886551846122
PTETEGNP06363	PTETEGNP08742	0.421700876872524	0.75247189566405	0.825353761024685	0.98810287921429
PTETEGNP06418	PTETEGNP08681	0.306067166661582	2.11185181411241	1.38903545799922	2.5358139818129
PTETEGNP06440	PTETEGNP08657	0.686161281124931	0.526435323241043	0.422746816439302	1.11436321642437
PTETEGNP06495	PTETEGNP10550	2.86302248487347	0.419335468217092	3.51675129400072	4.41427231841728
PTETEGNP06498	PTETEGNP10548	0.357027367544913	1.54577441176565	0.733462298429426	1.29808939026303
PTETEGNP06539	PTETEGNP10520	0.311816652071121	0.283781628227683	0.904079708455862	0.301601824558139
PTETEGNP06588	PTETEGNP10481	1.05021908326945	1.31681330047622	0.717518701972065	1.82695209117553
PTETEGNP06596	PTETEGNP10472	0.379854452807246	1.78214870685723	0.79647677738194	1.90364289611626
PTETEGNP06660	PTETEGNP10156	0.213306510274712	0.0953101798043249	0.473837268130546	0.542741572034592
PTETEGNP06689	PTETEGNP10192	1.42417973339084	2.77619602195034	0.605571841913971	2.31437111830679
PTETEGNP06690	PTETEGNP10194	1.1931349228122	1.5088848240418	1.14380661674923	2.24917105291037
PTETEGNP06745	PTETEGNP10236	1.27629108662981	0.0953101798043249	1.50228391329502	0.58651299064464
PTETEGNP06746	PTETEGNP10238	0.960508896800439	0.42648419210998	2.09317183440622	2.02018623947396
PTETEGNP06794	PTETEGNP16122	1.587461891867	1.52074849448983	4.11231491441427	2.2472194789193
PTETEGNP06877	PTETEGNP16029	0.255205642076594	0.811492444638991	0.645739489369164	1.2453573879602
PTETEGNP06892	PTETEGNP16018	0.63619636395479	0.850479689441562	0.677717799958633	1.91385760274896
PTETEGNP07183	PTETEGNP15761	0.303386800067419	0.479718675186237	1.20271196944975	0.978965208521606
PTETEGNP07214	PTETEGNP15786	0.934583213828342	0.277765857868945	0.966126157721203	0.519011001124271
PTETEGNP07271	PTETEGNP15830	0.0953101798043249	1.27093289791943	0.415816479027798	2.23997565250638
PTETEGNP07303	PTETEGNP15854	0.54326975217305	1.16465783522471	0.893269536922329	1.42279767571584
PTETEGNP07315	PTETEGNP15867	0.574766046473923	0.331205230172668	0.59266825978429	0.61220677806221
PTETEGNP07125	PTETEGNP21506	0.208542460514012	0.547751079034356	0.459528230555922	0.410272921451945
PTETEGNP07139	PTETEGNP21489	0.963759601982811	2.24321499218162	1.23096992349916	1.72603968745349
PTETEGNP07009	PTETEGNP37164	1.36530869458131	0.38588770545905	1.19602388130226	0.824127695072526
PTETEGNP07073	PTETEGNP37224	0.0953101798043249	0.128233458469607	0.184889119083908	0.435226753320741
PTETEGNP07084	PTETEGNP37230	0.235102367950593	1.22174063151444	0.329199768506111	1.24809582676054
PTETEGNP07380	PTETEGNP09284	0.0953101798043249	0.0953101798043249	0.219801591460577	0.88062658345294
PTETEGNP07402	PTETEGNP09266	0.351487716139296	1.46076192770287	1.03004663043433	1.95344498130197
PTETEGNP07428	PTETEGNP09245	0.998872182350717	0.715496937280776	2.30188373307824	0.574396369308418
PTETEGNP07481	PTETEGNP09183	0.544940603088342	0.187277552594096	0.382222597768764	0.482622529675456
PTETEGNP07483	PTETEGNP09180	0.59862281420622	1.85623952554137	1.03745854229017	1.79828982074704
PTETEGNP07948	PTETEGNP11938	1.97766743676921	0.583743974720255	2.04645698572079	1.93408579596587
PTETEGNP07950	PTETEGNP11937	1.04608461851679	0.485246975696336	1.5330868112657	1.69533409948721
PTETEGNP07988	PTETEGNP11921	0.275671885667867	0.69662715285213	3.33900542184477	3.34941304472874
PTETEGNP07998	PTETEGNP11930	0.312133897013184	0.925642568021017	0.248536452945233	1.03476559543823
PTETEGNP08040	PTETEGNP11866	0.991935492841536	1.3604370009699	2.01043577310591	1.53837780023472
PTETEGNP08050	PTETEGNP11856	2.75509630726339	2.78670709295563	1.15997737093972	2.251105835306
PTETEGNP08083	PTETEGNP23820	0.33947016760557	2.25398633179634	1.97205277803592	2.01363358979295
PTETEGNP08147	PTETEGNP23881	0.302412973040716	0.727645022681443	0.505800768603869	0.829567001397561
PTETEGNP08159	PTETEGNP23897	0.208216711125783	0.863076036523515	1.24616970073689	1.2389709309231
PTETEGNP08294	PTETEGNP35062	0.330111698089753	0.174038085312783	0.503694144775856	2.65438953685263
PTETEGNP08443	PTETEGNP19238	1.44913807779401	0.523790998727675	2.04802574195436	2.16999448347795
PTETEGNP08462	PTETEGNP19212	1.04092311350258	4.29666874987512	3.46686214448606	4.90400206668337
PTETEGNP08482	PTETEGNP19192	0.321568188684964	1.57612323999662	0.972829845546668	1.92913893246048
PTETEGNP08505	PTETEGNP36723	0.127438056749302	0.836412746152651	2.51986953602663	3.26116259864052
PTETEGNP08521	PTETEGNP36739	2.09702300993079	0.852048128228909	2.69877253432494	2.08967060508583
PTETEGNP08526	PTETEGNP36744	0.707331539065811	0.824628019127369	1.01849603990136	2.74989950999743
PTETEGNP08527	PTETEGNP36745	0.179089640980821	0.912311946569642	2.58034025719416	4.1341260703639
PTETEGNP08547	PTETEGNP36764	0.779427884411021	0.0953101798043249	1.31568616990464	0.233344790675152
PTETEGNP08552	PTETEGNP36768	0.346495558014755	0.77499697965013	1.64405253186882	1.59752962016349
PTETEGNP08570	PTETEGNP36795	2.49356084012399	0.748792389562145	1.9305597625624	1.75949208969277
PTETEGNP08579	PTETEGNP36806	0.626051588884093	0.422485904076291	1.05877838407121	1.44980802478116
PTETEGNP08580	PTETEGNP36807	1.14815832434208	0.831420663078549	3.19000411481059	4.16031577508126
PTETEGNP08604	PTETEGNP36828	0.361315787595782	0.29952502117654	5.75638309534338	5.29216828760336
PTETEGNP08643	PTETEGNP36868	2.27553430128594	0.805819073395139	2.03722435413463	1.90876708552765
PTETEGNP08851	PTETEGNP25292	0.475065770239867	0.613961916362428	0.65564214771092	1.22714436088056
PTETEGNP08874	PTETEGNP25273	0.401856082830093	0.568446272723621	0.942757326492892	0.514507394139076
PTETEGNP08909	PTETEGNP25242	1.25413233488334	0.30407947780867	1.55312817647024	1.02348169228937
PTETEGNP08934	PTETEGNP25212	1.49249844599957	0.214761725170766	1.0437487290372	0.805459092764542
PTETEGNP08949	PTETEGNP25199	1.61944577545803	0.0953101798043249	3.27473086046847	1.07100857702618
PTETEGNP08992	PTETEGNP25163	0.622384595127307	0.639391907487157	0.569164041859638	1.46418322217654
PTETEGNP08995	PTETEGNP25162	0.595351095013115	0.430135046318225	0.481837699218536	0.888585416477261
PTETEGNP09023	PTETEGNP25140	0.0953101798043249	0.985819122430022	0.5216345796527	1.02805658580241
PTETEGNP09032	PTETEGNP25123	0.529037343419571	0.430990248223866	1.79387237279364	0.994113452383041
PTETEGNP09034	PTETEGNP25130	0.0953101798043249	0.349048733822852	2.61449758549136	3.10200066275173
PTETEGNP09046	PTETEGNP25120	0.337858337362187	1.62207522351395	0.674601973511319	1.3238005543273
PTETEGNP09063	PTETEGNP25108	2.76016576196848	0.740524857970921	3.012389015753	1.645659091804
PTETEGNP09075	PTETEGNP25096	0.304370464574033	0.878957381368328	0.820209998605924	1.2525096081964
PTETEGNP09113	PTETEGNP25069	1.35154028188265	0.4538831704381	0.828378625228723	0.97610952780765
PTETEGNP09360	PTETEGNP13523	0.478296249422721	1.54682540237512	0.866801711105846	0.475615583342821
