paralog1	paralog2	avg_log_V1	avg_log_V2	avg_log_T20_1	avg_log_T20_2
PTETEGNP00017	PTETEGNP36175	0.109980610534203	0.186390051879376	2.5388605439066	2.03301574481286
PTETEGNP00167	PTETEGNP36304	0.661525204951283	0.0953101798043249	1.06292726543383	0.439394970319052
PTETEGNP00168	PTETEGNP36305	1.60752716642203	0.185129007464375	2.43577334577755	0.12650205262799
PTETEGNP00237	PTETEGNP36359	1.48369499491757	0.631006199324284	3.09871806276055	2.48599103605452
PTETEGNP00259	PTETEGNP36374	0.491688616039966	0.0953101798043249	0.621707121568962	0.575436948357593
PTETEGNP00281	PTETEGNP36398	0.785975354478963	0.32374439501975	1.10599865824096	0.805373117179928
PTETEGNP00284	PTETEGNP36400	0.41914985124538	1.41478986391304	0.444752760616686	1.26142728250239
PTETEGNP00287	PTETEGNP36403	0.70184933646341	0.413491335513672	0.317741022780156	0.44866458295402
PTETEGNP00290	PTETEGNP36405	5.39196545147964	0.939385792719817	4.02087275109666	1.75781163135309
PTETEGNP00302	PTETEGNP36416	0.480354176851726	0.403054463105878	0.518067484208685	0.774004891074208
PTETEGNP00356	PTETEGNP36473	0.109351569630274	1.37995548144084	0.447151303723576	0.727536224319769
PTETEGNP00381	PTETEGNP36491	0.392558172400191	0.792391027722617	1.91014968137708	1.71322750734076
PTETEGNP00393	PTETEGNP36498	2.70080673880664	0.918395657103044	3.39089306317564	0.807103806764241
PTETEGNP00423	PTETEGNP36529	0.169817726176572	0.441424205751266	0.0953101798043249	0.967348605269899
PTETEGNP00428	PTETEGNP36530	3.95600403813672	0.729659320344179	3.73815443700514	0.997086070589296
PTETEGNP00429	PTETEGNP36531	0.410549586231037	0.362901934930209	0.874508113215116	1.07469975514715
PTETEGNP00442	PTETEGNP36544	0.601472823813733	0.517348570191318	1.58906484654104	0.862806766699952
PTETEGNP00447	PTETEGNP36549	0.743539410315094	1.95648126831522	1.98718421868129	2.68604943885865
PTETEGNP00465	PTETEGNP36567	0.23176649486918	0.420681382880877	0.328617890652321	0.710002095336418
PTETEGNP00501	PTETEGNP36595	1.74993253486111	0.63601075347848	1.57105439513288	0.405968810334378
PTETEGNP00540	PTETEGNP36622	0.340671775053042	0.0953101798043249	0.475221318026543	0.410487713155643
PTETEGNP00592	PTETEGNP11547	0.467394877632952	2.63529019778383	1.39865490815174	3.63575374717735
PTETEGNP00927	PTETEGNP14382	1.16519184894013	0.223687425659402	1.93433136222865	0.896551574028297
PTETEGNP00931	PTETEGNP14384	1.53275765804544	1.60623550113572	1.83800662941323	1.8517786864037
PTETEGNP00939	PTETEGNP14388	1.59328703678013	3.16060541026501	0.594552864898245	3.55702141240757
PTETEGNP00951	PTETEGNP14402	0.321545946552211	0.128886763878737	0.385613020651466	0.163918772607713
PTETEGNP00664	PTETEGNP30341	0.244422626162623	0.128571339381277	0.339894316695548	0.51887570516736
PTETEGNP00696	PTETEGNP30378	0.275690758110276	0.472016689689018	0.755903216651305	0.523197951860605
PTETEGNP00697	PTETEGNP30380	2.57161236931347	2.03802753871568	1.23318765451198	0.418410583836453
