paralog1	paralog2	avg_log_V1	avg_log_V2	avg_log_T11_1	avg_log_T11_2
PTETEGNP00017	PTETEGNP36175	0.109980610534203	0.186390051879376	2.90505520242882	1.6275179189809
PTETEGNP00167	PTETEGNP36304	0.661525204951283	0.0953101798043249	1.27834744682923	0.573938999876448
PTETEGNP00168	PTETEGNP36305	1.60752716642203	0.185129007464375	3.5301885784707	0.140596444082183
PTETEGNP00237	PTETEGNP36359	1.48369499491757	0.631006199324284	4.09398876299931	3.12691083519806
PTETEGNP00259	PTETEGNP36374	0.491688616039966	0.0953101798043249	0.506482232639385	1.07296775851664
PTETEGNP00281	PTETEGNP36398	0.785975354478963	0.32374439501975	1.05616797155747	1.19881869953954
PTETEGNP00284	PTETEGNP36400	0.41914985124538	1.41478986391304	0.393652262322229	1.26500383270466
PTETEGNP00287	PTETEGNP36403	0.70184933646341	0.413491335513672	0.290117383509114	0.550834680433755
PTETEGNP00290	PTETEGNP36405	5.39196545147964	0.939385792719817	4.24192708074948	2.70638148295498
PTETEGNP00302	PTETEGNP36416	0.480354176851726	0.403054463105878	0.304939919783532	0.564948069333465
PTETEGNP00356	PTETEGNP36473	0.109351569630274	1.37995548144084	0.603292975930986	0.683607993394529
PTETEGNP00381	PTETEGNP36491	0.392558172400191	0.792391027722617	2.18833048557357	1.83578830186797
PTETEGNP00393	PTETEGNP36498	2.70080673880664	0.918395657103044	3.53189472437831	2.05415702425393
PTETEGNP00423	PTETEGNP36529	0.169817726176572	0.441424205751266	0.182606006087452	0.784876623735911
PTETEGNP00428	PTETEGNP36530	3.95600403813672	0.729659320344179	2.9611417014137	0.914048347093135
PTETEGNP00429	PTETEGNP36531	0.410549586231037	0.362901934930209	0.929013188079245	1.15653526422759
PTETEGNP00442	PTETEGNP36544	0.601472823813733	0.517348570191318	1.39015953680374	1.33236370488203
PTETEGNP00447	PTETEGNP36549	0.743539410315094	1.95648126831522	2.1857730639581	3.20474807554418
PTETEGNP00465	PTETEGNP36567	0.23176649486918	0.420681382880877	0.800651041819409	0.800651041819409
PTETEGNP00501	PTETEGNP36595	1.74993253486111	0.63601075347848	1.47975880726126	0.478418963642857
PTETEGNP00540	PTETEGNP36622	0.340671775053042	0.0953101798043249	0.459914770454769	0.142056593273923
PTETEGNP00592	PTETEGNP11547	0.467394877632952	2.63529019778383	1.52737431677933	3.77537085930263
PTETEGNP00927	PTETEGNP14382	1.16519184894013	0.223687425659402	1.68410211067842	0.94274787656904
PTETEGNP00931	PTETEGNP14384	1.53275765804544	1.60623550113572	1.8562541062133	1.85852290540708
PTETEGNP00939	PTETEGNP14388	1.59328703678013	3.16060541026501	0.783269684365675	4.27055540927879
PTETEGNP00951	PTETEGNP14402	0.321545946552211	0.128886763878737	0.320180841039982	0.39053020975063
PTETEGNP00664	PTETEGNP30341	0.244422626162623	0.128571339381277	0.28476584675743	0.474437558090953
PTETEGNP00696	PTETEGNP30378	0.275690758110276	0.472016689689018	0.675423697002343	0.91020218847818
PTETEGNP00697	PTETEGNP30380	2.57161236931347	2.03802753871568	1.20345378565824	0.484557426509449
PTETEGNP00700	PTETEGNP30383	0.208777075304188	0.337673670481268	0.570536619500716	0.43845344386174
PTETEGNP00703	PTETEGNP30385	2.67337386149722	1.91845016320413	2.16425996936496	1.4623737909593
PTETEGNP00732	PTETEGNP30414	0.962091081367643	0.263562382947116	1.81136391743645	1.10366645082418
PTETEGNP00752	PTETEGNP30437	0.711529162748625	1.68618016896668	2.18239402154145	2.56814858755341
PTETEGNP00755	PTETEGNP30439	0.380166308170717	0.959192256417197	0.566276744555551	0.838701938448236
PTETEGNP00769	PTETEGNP30453	1.03972790250156	0.391479927579801	0.319159850461028	0.4107309318524
PTETEGNP00788	PTETEGNP30476	0.79087543240841	1.42709761236084	0.838584438548388	1.16982028655291
PTETEGNP00789	PTETEGNP30478	0.35878696165308	0.605104656977232	0.86030644063251	1.69977332088188
PTETEGNP00810	PTETEGNP30505	0.302564648606345	1.95806672148453	1.08424436831464	2.48825830270678
