paralog1	paralog2	VK1_para1	VK1_para2	V1-2_para1	V1-2_para2	S1.1_para1	S1.1_para2	S1.2_para1	S1.2_para2	T0.1_para1	T0.1_para2	T0.2_para1	T0.2_para2	T5.1_para1	T5.1_para2	T5.2_para1	T5.2_para2	T11.1_para1	T11.1_para2	T11.2_para1	T11.2_para2	T20.1_para1	T20.1_para2	T20.2_para1	T20.2_para2	T20.3_para1	T20.3_para2
PTETEGNP00178	PTETEGNP36325	45.2322	30.1388	28.6179	17.6147	13.5717	10.3721	10.839	8.5273	7.11487	4.34557	6.3397	3.47885	7.14475	4.71718	6.6235	3.76223	6.39844	4.12943	5.27392	2.94417	22.2037	18.992	17.146	13.9032	5.54239	3.17923
PTETEGNP00179	PTETEGNP36324	0.988492	2.31966	1.95152	4.56242	2.24126	2.86031	1.46469	2.08475	2.84771	3.38223	3.19156	3.00839	1.82707	3.54512	2.97397	4.15709	2.46753	2.72789	2.36406	3.68722	1.83457	3.91178	1.66254	2.01108	0.88904	2.4299
PTETEGNP00180	PTETEGNP36323	2.32641	0.317343	2.93928	0.583847	3.66867	0.573776	4.16886	0.462423	5.6394	0.612186	6.78329	0.755872	4.61535	0.54902	6.56264	0.849138	5.2193	1.09786	6.64914	0.884233	4.06122	1.42055	4.59432	0.700958	7.06672	0.81263
PTETEGNP00182	PTETEGNP36322	1.66827	0.0145352	1.83044	0	2.87963	0.422584	2.75748	0.233483	5.27882	0.469074	3.18842	0.333771	4.41107	0.127001	4.56577	0.143599	4.07163	0.231794	5.56639	0.347421	5.55718	0.550138	3.21727	0.280316	3.01799	0.0215992
PTETEGNP00183	PTETEGNP36321	56.675	67.3516	38.5079	49.5391	18.9957	18.1659	17.3992	16.1865	10.5226	8.94615	7.97851	6.99275	7.94584	7.4167	10.1979	8.24981	9.27211	5.22979	11.3748	7.12173	36.6702	30.183	30.093	20.0375	10.2067	5.43998
PTETEGNP00184	PTETEGNP36320	24.1055	28.4018	18.757	23.0091	22.2532	30.4327	17.4486	20.9279	17.7439	19.2103	14.219	19.7625	10.0211	14.8377	14.4597	17.1894	8.55955	16.7734	21.8199	25.3336	15.3653	12.4506	11.6416	10.844	15.2219	14.1394
PTETEGNP00185	PTETEGNP36319	750.388	844.251	810.708	821.65	601.811	649.578	710.188	804.251	579.002	625.306	714.975	812.969	455.447	423.34	825.399	800.416	555.902	470.134	1171.74	1120.73	938.295	790.095	1040.04	924.005	1228.38	1102.01
PTETEGNP00186	PTETEGNP36318	88.5141	25.2023	111.533	23.1431	70.6724	21.8758	105.462	25.999	59.9676	18.8814	96.4524	19.1549	45.6705	16.6738	99.8877	20.826	46.7362	19.1953	87.1171	21.1463	61.133	19.8814	104.49	17.9935	102.165	21.6342
PTETEGNP00187	PTETEGNP36317	0.996215	3.84224	0.848964	4.07111	1.55252	4.7912	1.2343	4.6533	1.34808	5.0192	0.432743	4.83123	1.11975	3.06707	2.19235	5.932	0.726444	4.00178	1.60302	5.49271	1.36358	5.38265	1.20522	4.33968	1.17123	3.56623
PTETEGNP00189	PTETEGNP36315	42.2508	54.5452	48.0531	41.996	15.4128	21.632	14.0133	22.2102	8.57158	19.2535	8.74629	16.8389	12.0555	17.0091	13.0395	19.2388	9.99744	21.6707	10.9969	16.7224	24.7945	35.7223	24.7013	27.7407	12.5221	22.7801
PTETEGNP00191	PTETEGNP36314	3.8247	3.50138	2.972	2.37646	6.93629	5.47792	6.26466	4.78493	9.85448	8.73858	8.81852	8.16984	9.21915	6.27174	10.4134	7.77389	0.901769	1.28489	0.663055	1.51093	0.904605	1.24338	0.780945	1.15375	0.800948	1.58918
PTETEGNP00198	PTETEGNP36327	1.40803	2.96143	1.19493	2.95549	2.72743	4.88906	1.71868	5.74108	4.48474	9.17019	3.73622	8.15724	5.45458	10.7695	4.93771	9.08423	1.25515	1.13636	1.47806	1.24898	1.47254	1.10555	1.1088	1.18947	1.1899	1.10027
PTETEGNP00200	PTETEGNP36328	4.43477	3.56142	3.78542	3.00892	4.99731	3.57299	4.14505	3.45242	6.47267	6.7093	5.49437	5.77343	5.66129	4.10896	4.82526	4.08986	5.65455	4.03522	4.61111	3.85879	5.65786	4.18733	4.23332	3.35255	4.91801	4.22458
PTETEGNP00202	PTETEGNP36331	37.6667	14.2527	26.6784	12.2921	14.4338	6.60164	11.1204	4.91833	13.5105	5.1852	9.79459	3.33018	12.6862	3.70308	12.5108	4.70076	10.2356	5.76468	14.8356	7.60171	22.2693	14.4374	13.5401	6.17055	12.1872	3.47468
PTETEGNP00203	PTETEGNP36333	0.834814	0.176927	0.801402	0.169735	1.42102	0.407228	1.16181	0.213051	1.80323	0.334974	1.39631	0.290093	2.0684	0.185096	1.03574	0.274255	1.75578	0.112716	1.33898	0.354081	1.58903	0.365134	1.04772	0.227867	0.843262	0.105111
PTETEGNP00204	PTETEGNP36334	6.57186	8.40166	5.31216	9.52974	9.67257	12.9498	6.65314	10.3787	15.8439	21.1927	9.45503	17.4185	15.3535	20.9093	14.5393	20.2588	0.190996	0.79706	0.237863	0.472791	0.523429	0.492692	0.310761	0.385914	0.142701	0.319015
PTETEGNP00205	PTETEGNP36335	1.63371	0.15033	0.746772	0	1.1855	0.147723	1.04874	0.0667149	2.03646	0.168804	1.85157	0.08184	2.87561	0.341706	1.9791	0.278045	2.83663	0.0787888	2.33891	0.177594	2.8054	0.28624	1.52888	0	2.14166	0.0739737
PTETEGNP00206	PTETEGNP36337	106.827	137.397	110.189	141.784	88.3149	108.478	79.6934	103.509	70.3528	78.7194	62.7152	74.1436	41.5079	42.0015	56.7202	64.3891	34.2376	34.1822	46.7122	62.4112	40.027	39.79	40.7001	37.0088	46.7419	61.3726
PTETEGNP00207	PTETEGNP36338	0.22647	0.22647	0.132403	0.132403	0.498913	0.498913	0.301187	0.225891	0.700413	0.445717	0.461887	0.36951	0.43236	0.43236	0.469613	0.156538	1.04648	0.285405	0.85993	0.463039	0.646362	0.775634	0	0.0930141	0.667514	0.333757
PTETEGNP00208	PTETEGNP36339	0.892439	1.2846	0.972045	2.04965	1.45401	13.5729	1.66055	10.1229	2.14272	13.679	2.61981	12.3344	2.01532	21.2677	2.87439	19.0196	2.60963	13.1624	3.18202	14.0524	2.03703	8.68686	2.44609	6.48552	2.27778	8.7962
PTETEGNP00211	PTETEGNP36340	0.299248	4.31258	0.513098	4.49726	0.593693	4.33328	0.488222	4.37812	0.966584	5.73202	0.761888	5.55412	0.573479	5.22925	0.790567	5.91945	0.578923	3.62099	0.364031	4.40942	0.723075	4.06519	0.755853	3.92282	0.295521	3.51206
PTETEGNP00213	PTETEGNP36341	92.7466	81.5786	92.1014	100.685	140.122	89.0451	81.7247	66.2493	96.1427	61.8509	60.463	55.6675	71.8006	44.5916	66.0776	58.883	59.6792	39.6629	88.8365	73.0583	68.8704	47.5859	42.9475	31.6835	54.4221	42.5804
PTETEGNP00214	PTETEGNP36342	218.204	212.399	201.265	182.546	226.2	217.02	216.25	204.825	248.249	244.787	225.88	218.736	342.696	322.833	275.884	252.243	412.796	371.561	324.485	253.164	452.867	390.784	393.47	343.198	469.268	448.704
PTETEGNP00215	PTETEGNP36344	32.4709	18.2587	36.5515	14.4867	43.0756	27.8313	35.5209	18.6658	48.1102	29.2618	32.3163	20.6341	42.0892	25.4413	47.8441	28.914	29.3663	24.6322	74.5761	41.1848	60.7045	30.9255	44.2292	22.8962	53.0703	25.9324
PTETEGNP00216	PTETEGNP36345	63.3729	101.752	74.8349	86.1079	65.4603	105.799	70.4637	95.3707	64.2776	131.873	60.2915	112.633	58.9626	108.486	65.8287	101.097	96.6815	84.6333	95.4374	75.685	113.764	69.4937	102.476	57.5948	101.732	66.2902
PTETEGNP00217	PTETEGNP36346	4.77914	5.3486	5.94154	4.94864	6.34044	4.52958	8.32775	4.12506	9.14993	7.91457	10.0444	6.73129	7.37046	8.56824	11.3348	8.76035	6.77899	9.54435	12.1545	8.58802	6.4961	5.84541	7.34026	5.28687	9.46083	6.27444
PTETEGNP00219	PTETEGNP36347	3.48714	2.56836	4.36276	2.8493	4.28047	2.79658	3.86119	3.02851	5.18037	2.71298	6.63748	4.02336	5.53324	2.71757	7.3923	5.1977	4.74852	3.02847	4.85579	3.91694	3.70867	2.22456	3.96459	3.0957	3.96963	3.41827
PTETEGNP00220	PTETEGNP36348	0.26654	0.922721	0.259877	0.901431	0.366974	1.12817	0.222924	1.23496	0.482249	1.60158	0.30049	1.38502	0.581353	2.48507	0.258357	1.67661	0.610495	2.3932	0.334015	1.57078	0.573059	2.88754	0.214429	1.48381	0.39594	1.06885
PTETEGNP00221	PTETEGNP36349	1.60383	5.03852	0.901587	5.64472	2.14071	9.13933	2.96375	8.33863	3.10418	13.1142	2.58927	9.55262	1.88393	10.4959	3.21476	11.3257	3.41037	7.39479	3.91135	12.0763	3.6753	9.7863	2.28563	6.35667	2.27478	6.51452
PTETEGNP00222	PTETEGNP36350	72.1242	94.1044	68.8287	83.1714	53.3664	62.5751	48.4396	62.146	54.1054	79.0815	61.9684	86.5221	52.6837	78.2051	67.3001	97.0475	45.211	51.5523	64.7581	63.193	57.4873	55.7574	58.8517	52.2004	65.7421	63.243
PTETEGNP00223	PTETEGNP36351	9.8101	11.2037	12.9236	10.5114	15.4734	14.9576	17.6247	14.3793	25.4059	26.8967	27.597	23.9097	24.4898	19.4154	35.1287	27.5571	0.677992	0.676385	0.952979	1.01638	0.642255	0.854295	0.9936	0.560234	0.989986	0.671584
PTETEGNP00224	PTETEGNP36352	15.7891	16.38	13.0432	14.527	22.4398	26.052	23.6653	28.3622	27.41	25.9691	32.07	27.2227	28.4443	36.9422	31.4811	43.4547	31.2846	48.7746	29.183	55.3623	23.9169	56.3692	23.4346	58.2073	26.0516	65.4998
PTETEGNP00226	PTETEGNP36353	16.3848	25.7326	14.1883	24.7827	29.155	22.6568	26.0395	17.0225	26.6376	23.9374	24.7143	17.7829	19.9666	38.6555	18.0249	28.7063	29.5545	50.2682	19.7332	42.3551	19.1066	40.3201	15.9865	26.3206	15.6918	31.4206
PTETEGNP00232	PTETEGNP36356	13.9547	10.063	10.4001	11.2061	9.99001	4.44437	5.79026	4.28648	12.3948	5.337	7.88163	4.30515	12.8885	9.28665	8.13445	9.5163	15.0794	11.9985	11.5321	13.3947	11.629	9.94994	7.6959	5.92872	7.13683	9.0203
PTETEGNP00235	PTETEGNP36357	4.57304	5.57549	4.63227	7.59692	4.45377	5.50803	3.96189	6.01602	4.59234	6.38931	4.07797	6.66401	2.61539	6.20188	4.90381	9.16998	3.01771	7.96227	5.29057	9.00647	2.75556	6.5241	3.08023	9.04244	3.44319	13.6362
PTETEGNP00236	PTETEGNP36358	936.302	1339.9	996.75	1253.62	650.444	985.253	613.811	873.954	550.961	900.285	547.263	768.782	491.059	1002.69	498.235	694.964	477.663	944.439	558.856	680.374	549.735	858.15	551.852	829.38	619.531	863.349
PTETEGNP00237	PTETEGNP36359	2.85454	0.674096	3.81615	0.891168	81.35	103.408	55.8944	65.0623	75.8302	81.1032	62.3155	55.5369	87.3955	51.6605	77.4189	37.3016	74.1941	25.934	46.6785	18.1349	25.2378	12.8176	16.5946	9.03143	22.2802	11.1948
PTETEGNP00240	PTETEGNP36360	9.50872	5.82734	6.89219	7.4086	12.3315	7.8633	11.9728	9.05391	30.7086	16.2197	22.3656	16.8444	24.4957	17.1502	26.0537	22.9325	33.6294	31.3197	32.2796	38.5894	30.382	21.9907	19.4405	21.5574	12.8262	9.29248
PTETEGNP00241	PTETEGNP36361	4.43593	0	3.95261	0	6.74016	0.644737	5.06598	0.296516	8.41976	0.552493	6.6403	0.366008	9.90644	0	8.98007	0.585617	11.9242	1.37186	10.1378	0	10.6333	0.792342	8.26172	0.780769	8.17941	0
PTETEGNP00243	PTETEGNP36363	5.29005	0.818358	6.63021	0.81455	3.00394	1.3289	3.03736	1.09013	3.61229	1.27804	3.30275	0.641578	5.4746	1.1272	3.88128	0.959638	7.57849	1.70655	4.76469	0.914847	4.97612	2.35545	3.146	1.27249	1.83673	1.54863
PTETEGNP00247	PTETEGNP36364	4.6515	1.43753	3.95223	1.49066	6.88305	3.43616	4.98007	1.72859	7.51542	4.18098	5.86939	3.17498	7.44514	2.88444	6.00299	3.53272	8.06717	4.96896	6.00973	5.46657	7.57307	6.06141	4.69062	3.97579	4.35583	3.68141
PTETEGNP00248	PTETEGNP36366	18.1955	15.9634	20.9925	13.6786	13.437	16.8095	15.9466	16.1685	25.7948	22.0151	25.0992	16.3931	19.5591	15.9509	21.5499	14.3655	14.2716	11.2098	17.3316	12.2079	16.0041	11.739	15.5584	9.31877	13.3812	9.73985
PTETEGNP00249	PTETEGNP36367	148.277	148.71	126.069	112.507	130.732	138.976	103.723	109.179	92.5965	104.566	78.9691	92.5021	85.333	88.5633	72.0752	83.5777	76.5435	93.3426	75.6776	75.6283	60.2	72.3019	49.2649	54.7808	60.0686	77.4268
PTETEGNP00253	PTETEGNP36369	0.823712	1.1615	0.876459	0.570127	7.81598	7.94079	8.01835	6.01021	6.56923	10.2017	5.36669	5.68049	1.38723	8.27363	1.79261	6.40675	0.750465	7.36906	1.57265	5.38693	0.783094	4.46433	0.340195	3.11924	1.51262	3.68873
PTETEGNP00254	PTETEGNP36370	2.77771	3.04828	2.52469	2.03275	4.61351	5.017	4.2749	4.24723	7.84597	7.19213	5.80431	5.3527	7.91127	7.07452	7.87802	5.74344	10.1763	8.87563	10.4597	7.4179	10.4904	8.20972	6.344	5.9539	9.40983	9.2418
PTETEGNP00257	PTETEGNP36371	16.0311	11.1187	11.6148	6.909	13.4815	12.5841	11.1638	10.1353	20.5503	12.9356	16.563	10.5028	28.1199	11.789	17.6809	10.9652	34.7579	10.638	18.1426	10.0545	17.9536	11.1478	12.8961	8.07709	16.4477	8.34348
PTETEGNP00259	PTETEGNP36374	0.547795	0	0.522453	0	0.35194	0.263955	0.241393	0	0.207825	0.207825	1.03629	0.148041	0.303595	0.455393	0.868227	0.49613	0.423979	1.55459	0.706949	2.12085	1.04043	0.520216	0.912907	0.608604	0.398605	0.930079
PTETEGNP00260	PTETEGNP36375	1.80744	1.06352	4.07769	1.43281	1.92358	1.2123	4.38614	1.5778	4.527	2.21607	9.76949	2.30168	5.67812	1.75252	17.5374	3.2416	9.89557	3.0626	20.0342	3.74542	11.7327	2.81174	20.6715	4.8771	16.83	2.36576
PTETEGNP00261	PTETEGNP36376	2.18189	1.75866	2.22075	1.55487	0.759828	1.21387	1.36865	1.34769	1.63031	1.87312	0.489573	2.44342	1.39276	2.03232	1.90579	2.07977	0.877011	1.38595	1.99616	2.8871	1.76097	1.60843	0.838037	1.07726	2.59394	2.08017
PTETEGNP00263	PTETEGNP36377	1.38372	1.39013	1.22276	1.65773	2.78257	3.00398	2.97923	3.29458	4.26068	2.60541	3.06427	2.74968	5.10962	2.72763	5.39565	2.9079	5.65491	2.70612	5.15024	3.1661	6.63388	2.70396	4.06042	3.05457	2.39456	2.60642
PTETEGNP00264	PTETEGNP36378	50.31	121.931	41.639	119.937	68.6141	171.579	62.3479	152.253	77.7842	193.208	79.0588	184.402	94.5161	440.865	99.1805	230.881	104.485	513.962	107.645	280.858	117.038	372.196	108.799	307.846	117.06	302.296
PTETEGNP00265	PTETEGNP36379	86.6556	31.646	62.0533	21.3172	70.2978	19.2575	58.5961	16.4436	58.9119	13.9538	46.6028	11.1533	30.3008	8.93051	38.5371	9.44089	32.396	9.54299	32.6488	10.6497	41.8685	11.9618	29.8534	8.66828	33.1961	9.46462
PTETEGNP00266	PTETEGNP36380	51.0149	43.5695	41.2463	39.9082	67.9574	59.6955	60.0327	55.0241	80.7608	74.815	68.5972	59.8889	59.0595	47.9847	58.1352	52.6852	63.4591	44.6275	52.5121	46.7664	67.3516	53.8862	55.3915	44.29	53.4335	42.2863
PTETEGNP00267	PTETEGNP36381	11.1967	11.4899	9.44855	8.60901	18.0083	15.5957	13.8255	12.1272	22.2097	17.7707	18.1391	12.3613	17.2165	10.6339	14.8065	11.5785	19.1964	10.0797	17.4418	13.9993	17.5383	15.4686	13.3691	10.4	12.3738	9.44984
PTETEGNP00269	PTETEGNP36382	7.47375	3.03652	8.6218	4.87891	14.3582	4.02052	9.05722	3.45686	17.5575	5.51355	10.5961	3.04739	19.6424	2.94149	12.0329	5.79399	19.5867	3.39118	19.2977	3.86729	17.2645	3.93869	10.6071	2.27534	8.60305	2.42364
PTETEGNP00270	PTETEGNP36383	0.396709	0.175924	0.378405	0.119965	1.4748	0.225401	1.80231	0.201531	1.32838	0.364548	0.953048	0.164688	0.504152	0.305149	0.816452	0.211729	0.629633	0.319271	0.618705	0.217117	0.757335	0.316701	0.72731	0.121877	0.549139	0.074563
PTETEGNP00271	PTETEGNP36384	3.7568	4.49352	2.91777	3.11742	9.73164	8.04825	7.42587	6.54129	9.77861	9.41542	9.56066	5.63242	12.7869	8.01291	8.6474	6.26214	4.98053	3.90645	4.79198	4.10246	5.75301	5.55318	3.86902	2.96431	4.59497	2.72332
PTETEGNP00272	PTETEGNP36385	213.268	217.224	191.827	175.677	112.916	97.9118	100.757	78.8353	134.451	144.474	119.29	107.254	90.8401	99.7141	109.57	83.6297	63.524	63.8249	69.4136	55.9514	36.0427	55.6104	29.4465	38.1709	79.4627	44.9954
PTETEGNP00273	PTETEGNP36387	21.0982	31.2279	17.7866	32.0535	32.9608	38.8431	30.6474	37.1511	72.9507	51.9766	56.1521	48.7618	79.4997	39.1835	57.7436	41.3515	81.0248	39.4573	56.768	39.5375	9.63994	13.4847	7.82056	11.3289	59.062	33.5536
PTETEGNP00274	PTETEGNP36388	11.2751	10.7871	8.28573	8.02958	5.41026	5.64573	3.96983	4.99373	2.16259	2.21158	1.62117	1.61605	2.42094	2.90657	2.12444	2.25988	1.67483	2.1351	1.52143	1.35102	10.0977	11.1624	6.85228	8.58643	1.22922	1.56903
PTETEGNP00275	PTETEGNP36390	0.111074	1.75257	0	2.19977	0.165785	2.23943	0.222585	2.2943	0.372056	2.97734	0.318343	3.03381	0.240386	2.67315	0.155762	3.20471	0	3.94699	0.0682194	2.86768	0.349823	5.55463	0.224764	3.72231	0.0823496	2.9953
PTETEGNP00276	PTETEGNP36391	0.449733	0.136678	0.410298	0.24322	1.02874	0.643678	1.20042	0.410447	2.78592	1.14641	2.43438	0.671041	2.20565	0.353379	2.22428	0.477692	2.35335	0.702851	3.19082	0.373495	1.50443	0.782107	1.51782	0.388579	2.35678	0.354257
PTETEGNP00277	PTETEGNP36395	3.05013	1.95154	2.75365	1.55756	4.85292	3.16825	5.40574	3.50911	7.58482	3.90585	7.14041	4.61029	5.73136	3.41025	7.4786	4.04918	2.7634	1.99732	4.73966	3.37093	5.60069	2.95653	5.49961	2.3874	4.31985	2.46714
PTETEGNP00280	PTETEGNP36396	0.414294	0.150699	0.20309	0.10755	1.22415	0.89851	1.05805	0.805025	0.965021	0.707125	0.617451	0.838916	1.04988	0.416774	1.03438	0.717699	1.07925	0.81202	1.66892	1.17974	2.61218	1.86348	1.63813	1.02597	1.03467	1.29554
PTETEGNP00281	PTETEGNP36398	1.4243	0.398188	0.807869	0.175365	1.40038	1.56543	1.11188	0.463892	0.937303	1.62068	0.882447	1.3007	0.837855	0.933596	0.749782	1.03583	1.93132	2.66118	1.62737	1.82386	3.03027	1.42164	2.17162	1.14156	0.942895	0.881864
PTETEGNP00282	PTETEGNP36399	0.292743	0.478456	0	0.393826	0.239899	0.329527	0.194933	0.446097	0.164304	0.644333	0.398487	0.468976	0.0832524	0.24508	0.135448	0.597981	0.383771	0.225887	0.577697	0.624173	0.167246	0.656095	0	0.39157	0.720641	0.565496
PTETEGNP00284	PTETEGNP36400	0.469341	2.94632	0.373505	3.08611	14.2044	13.0035	12.0845	13.5616	8.19974	10.887	6.90162	9.90834	4.16518	7.02973	3.20079	4.57814	0.420004	3.31854	0.345697	1.74112	0.538608	3.51407	0.345994	2.47735	0.502579	1.56592
PTETEGNP00285	PTETEGNP36401	0.303362	0.401992	0.334101	0.213086	0.561517	0.414421	0.430973	0.417813	0.63829	0.381037	0.490711	0.385679	0.780912	0.413355	0.719212	0.320296	1.04394	0.404987	0.858677	0.260453	0.774623	0.938693	0.709226	0.606423	0.768281	0.282361
PTETEGNP00286	PTETEGNP36402	6.65312	3.65036	4.22101	5.20582	12.5191	7.13324	10.7623	6.81669	21.1318	10.8085	13.6632	10.2856	16.7085	9.32421	20.9016	8.36856	0.292897	0.153298	0.729969	0.760247	1.92087	0.474937	1.7377	0.828778	0.275381	0.575907
PTETEGNP00287	PTETEGNP36403	1.14507	0.455805	0.712962	0.369599	5.59369	11.1904	4.82924	9.96075	3.98771	9.50072	3.3138	7.18997	2.47102	3.75371	2.29515	3.0667	0.259138	0.720202	0.214405	0.553215	0.305409	0.536531	0.258997	0.369128	0.258183	0.497989
PTETEGNP00289	PTETEGNP36404	0.627586	0.285266	1.06708	0.333461	0.781872	0.167544	0.227614	0.5311	1.73262	1.15508	1.117	0.372334	1.74223	0.0967907	1.57709	1.10397	1.16299	0.268382	1.532	0.333043	0.911829	0.130261	0.468666	0.187466	1.00879	0.504397
PTETEGNP00290	PTETEGNP36405	232.999	1.62165	204.964	1.30496	62.2856	5.91324	57.7577	4.71716	55.3028	7.43697	49.0735	5.40616	64.9818	14.4794	62.9147	11.9561	67.4037	13.7646	69.4955	13.9862	58.2145	6.3496	51.8509	5.18549	54.0689	3.06631
PTETEGNP00291	PTETEGNP36407	1.08608	1.06622	0.794152	1.01879	0.965286	1.97353	1.32781	1.83996	1.86714	1.10889	1.61358	1.21802	1.87897	1.07778	2.69392	1.20737	3.16138	1.34439	2.8063	1.86608	2.46585	2.29076	2.43737	2.13148	2.31146	1.77627
PTETEGNP00293	PTETEGNP36408	1.16316	1.43615	0.480235	1.17032	1.33113	1.86564	1.1802	1.28059	1.84131	2.12507	1.24917	1.20976	1.81529	2.36124	1.27026	2.19005	1.87624	2.83131	1.82333	2.68354	2.20676	5.00713	1.58405	2.66858	1.42915	2.25068
PTETEGNP00294	PTETEGNP36409	1061.52	929.184	896.69	743.36	648.383	644.737	546.112	552.983	486.727	493.147	441.653	462.359	404.786	373.745	412.465	473.482	404.866	338.924	613.388	655.839	575.261	620.902	536.298	553.649	588.453	675.445
PTETEGNP00296	PTETEGNP36412	2.9709	4.31914	2.5324	4.88437	4.56659	12.742	5.17163	10.7066	13.846	25.4174	13.0134	20.5705	14.2515	25.0965	20.7076	23.6766	16.4456	25.5176	20.7292	27.794	2.7864	11.7181	2.28674	7.96612	15.7205	20.4794
PTETEGNP00297	PTETEGNP36413	9.72345	6.9991	18.3118	9.93317	9.80205	7.7951	13.7601	9.26931	9.03652	9.50412	13.7507	12.2986	8.1148	5.16921	17.1494	14.3379	8.85148	5.31355	21.0924	10.0505	13.3771	7.88659	24.3806	12.4339	24.6	10.5892
PTETEGNP00299	PTETEGNP36414	0.807382	1.12764	1.61521	1.94732	0.907922	0.81329	1.53135	1.05447	2.15097	1.25919	2.68775	1.75436	2.03161	1.46383	2.92428	2.45054	0.785517	1.16251	1.73289	2.07616	0.596669	1.00082	0.926686	1.41507	1.77696	1.71373
PTETEGNP00300	PTETEGNP36415	391.005	309.473	431.113	332.224	252.025	208.599	192.849	149.994	231.467	198.37	157.911	144.903	130.293	152.22	171.055	169.555	126.654	148.668	263.376	251.448	252.691	217.819	157.631	148.264	208.712	186.926
PTETEGNP00302	PTETEGNP36416	0.395854	0.429063	0.647194	0.364412	0.486091	1.05544	0.529618	1.14812	0.681386	1.5929	1.00304	1.31904	1.00374	0.405181	0.938034	1.28472	0.200581	0.626373	0.314914	0.69297	0.660137	1.2913	0.492528	1.18015	0.587905	0.769996
PTETEGNP00303	PTETEGNP36417	5.27055	0.946594	2.80869	0.735018	4.63544	1.95952	3.84245	1.75324	5.22125	1.94922	4.31455	1.94978	5.33555	1.22062	4.8318	0.902606	5.06166	1.17518	5.4181	0.887507	7.00558	1.36336	4.91639	0.990972	5.49204	0.947644
PTETEGNP00304	PTETEGNP36418	3.87669	10.0006	3.6014	13.4831	5.73295	13.4001	5.48401	16.0796	6.90119	19.3562	7.05511	20.668	7.59579	17.2373	7.39416	21.7915	0.73831	2.24978	0.532792	1.26085	0.76553	1.64089	0.836517	1.38894	0.688633	2.34356
PTETEGNP00305	PTETEGNP36420	3.18875	1.42792	2.21026	1.1253	31.9578	37.9028	29.15	36.1031	26.4974	31.2776	23.7481	28.362	6.41306	11.2035	5.9539	10.2483	4.90493	12.998	3.97052	10.1446	5.00459	5.71514	3.79121	4.59096	3.58459	10.0197
PTETEGNP00306	PTETEGNP36425	94.8858	33.6406	75.7406	26.2536	67.2281	23.9271	63.3856	18.4961	88.7301	24.266	70.9923	13.811	81.8321	20.3688	83.0641	16.3375	122.029	23.8855	93.7051	16.4063	109.403	22.2368	94.8713	14.0337	109.169	15.0097
PTETEGNP00307	PTETEGNP36426	0.46336	0.319847	0.609028	0.381822	2.72734	1.10364	2.66365	0.953662	113.17	88.715	105.689	91.219	105.231	86.1951	124.515	77.438	54.5656	33.2164	70.4143	34.5573	23.3877	6.82133	19.9398	7.952	28.7065	11.6073
PTETEGNP00309	PTETEGNP36427	9.74028	7.54403	8.58705	5.51772	15.0097	8.07821	13.7195	8.68411	13.6159	6.55265	15.1684	7.12379	16.1362	5.47333	17.016	8.64452	22.4035	7.98749	24.0329	9.99547	19.2165	8.36854	18.9126	6.26111	20.3786	10.0097
PTETEGNP00311	PTETEGNP36428	34.969	17.9463	46.964	18.0337	37.123	29.9803	44.4237	26.6988	31.6205	29.4541	38.4864	24.9144	34.5506	26.6056	42.6865	30.6241	35.4534	41.8212	48.532	31.098	31.5626	40.3108	36.5044	34.1104	31.7283	30.775
PTETEGNP00312	PTETEGNP36429	19.0823	4.0918	21.8566	2.90354	39.2698	6.83541	40.8622	3.59183	31.8836	4.24904	36.8694	3.81812	50.8505	3.0211	52.0103	4.56385	49.7389	2.27455	61.6404	4.11808	50.3856	3.66849	47.3758	2.11241	66.7068	3.1641
PTETEGNP00313	PTETEGNP36431	12.8454	13.0508	11.1274	9.4644	15.7911	13.2563	12.7943	8.85527	13.1253	11.9201	9.14183	6.76068	11.0987	11.2791	9.22997	9.16122	8.35722	11.232	8.91413	10.802	9.3782	11.1306	5.98578	6.8398	4.88406	7.34697
PTETEGNP00314	PTETEGNP36432	8.74044	8.31867	8.07941	8.56219	9.97633	5.81781	11.0436	6.71931	14.3428	9.40746	11.6981	10.2271	9.71651	6.71432	8.89768	6.41158	7.62442	5.72951	5.60434	5.31966	8.13327	5.21177	7.52392	5.68965	6.02475	4.73
PTETEGNP00315	PTETEGNP36433	11.2984	11.4141	8.13007	8.40143	12.5381	8.27165	11.0007	6.88329	15.9534	9.07214	12.0618	8.84466	14.3966	7.89762	10.9682	7.05072	14.1183	8.40818	8.25355	7.11809	16.7515	9.64183	11.0987	7.20488	8.76782	6.33193
PTETEGNP00316	PTETEGNP36434	4.85304	10.5228	3.60199	8.39207	3.54033	5.01939	2.58545	4.05685	4.98254	8.77626	3.73478	8.39681	2.85198	8.66565	3.14579	7.24419	3.30451	9.91352	2.74047	8.18199	3.22396	11.0947	2.24786	7.22346	1.96006	6.74353
PTETEGNP00317	PTETEGNP36435	7.68827	8.23533	6.05231	6.8819	6.88035	5.55521	6.1621	4.88014	9.14298	7.26633	6.78456	7.07837	8.94269	9.23855	8.86417	7.59417	8.52757	9.44246	8.37121	7.14501	9.07085	7.33	6.92934	5.54024	7.78586	6.5685
PTETEGNP00320	PTETEGNP36439	0.823741	2.08363	0.958242	1.07041	1.35553	1.76341	1.39906	1.48971	2.18445	1.97302	2.51742	1.50843	3.21163	2.64926	2.75472	2.24625	5.13212	2.5017	2.48562	1.55739	1.47974	1.58223	1.76065	1.91812	2.94068	2.08488
